,search term,sentiment,tweet
365,rishi sunak,-84.0,The British government appears to have broken its own ministerial code by failing to declare any conflicts of interest…
366,rishi sunak,44.0,"Rishi Sunak, who sends both his daughters to private schools, benefits from a tax break that means parents do not pay V…"
367,rishi sunak,-6.0,Suspect Rishi Sunak will peddle line that they don't suspend because doing so identifies MP &amp; that can identify the victi…
368,rishi sunak,-62.0,Rishi Sunak has overseen the Tories' worst electoral performance in City of Chester in nearly two centuries. That has got t…
369,rishi sunak,44.0,"Rishi Sunak, who sends both his daughters to private schools, benefits from a tax break that means parents do not pay V…"
370,rishi sunak,0.0,It's just beginning.    https//t.co/NneU3qQn88
371,rishi sunak,0.0,Rishi Sunak took days to reappoint Braverman. He said he will appoint Ministerial Ethics Advisor - that was over 6 weeks ag…
372,rishi sunak,-49.0,Do you Approve or Disapprove of Rishi Sunak making some protests illegal?  Please retweet for a larger sample s…
373,rishi sunak,0.0,It's just beginning.    https//t.co/NneU3qQn88
374,rishi sunak,44.0,"So Rishi Sunak deems it ‘unreasonable’ for nurses to receive a pay rise, while Winchester College enjoys tax breaks wo…"
375,rishi sunak,87.0,Huge congratulations to  who will be an excellent MP for City of Chester.  The message to Rishi Sunak’s Conser…
376,rishi sunak,8.0,The buck stops with the PM. But despite the promises of integrity Rishi Sunak has no plan to restore standards after year…
377,rishi sunak,0.0,Rishi Sunak took days to reappoint Braverman. He said he will appoint Ministerial Ethics Advisor - that was over 6 weeks ag…
378,rishi sunak,-40.0,"EXC Rishi Sunak saves himself £12,700 by refusing to scrap tax breaks for private schools https//t.co/Q3S9dRZD3j"
379,rishi sunak,40.0,Rishi Sunak has hired a vegan former special adviser to be his head of environmental policy. What do you think of this move?…
380,rishi sunak,-6.0,Suspect Rishi Sunak will peddle line that they don't suspend because doing so identifies MP &amp; that can identify the victi…
381,rishi sunak,87.0,Huge congratulations to  who will be an excellent MP for City of Chester.  The message to Rishi Sunak’s Conser…
382,rishi sunak,-84.0,The same Rishi Sunak who condemns the Chinese regime for making protest illegal.
383,rishi sunak,5.0,General Election - Has Rishi Sunak's Hand Being Forced By Tory MPs? https//t.co/itn6gGlaMg via
384,rishi sunak,-6.0,Suspect Rishi Sunak will peddle line that they don't suspend because doing so identifies MP &amp; that can identify the victi…
385,rishi sunak,49.0,🔴 Exclusive Poll Public Sees Conservatives as Self-Servatives  Voters believe Rishi Sunak's party is now mostly intereste…
386,rishi sunak,-27.0,TotalEnergies has become the first major North Sea operator to cut investment as a direct result of Rishi Sunak's windfa…
387,rishi sunak,44.0,"So Rishi Sunak deems it ‘unreasonable’ for nurses to receive a pay rise, while Winchester College enjoys tax breaks wo…"
388,rishi sunak,53.0,rishi sunak is sexy
389,rishi sunak,-33.0,Today’s #PMQs was an absolute SHOCKER with Prime Minister Rishi Sunak even repeating debunked Boris Johnson Brexit lie…
390,rishi sunak,59.0,"But … it appears people feel he’s lost his edge as the best man to lead the country, as he dropped seven points against Sir Ke…"
391,rishi sunak,-53.0,POLL Do you think our human rights are under threat under Rishi Sunak's government?  *poll requested by a follower.  Pleas…
392,rishi sunak,0.0,It's just beginning.    https//t.co/NneU3qQn88
393,rishi sunak,-31.0,By-election wasn't just a bad result for the Tories - it was a disaster | Politics News | Sky News       Awakening….in the making 👍🏻  https//t.co/eZrMCVrJDR
394,rishi sunak,84.0,"""Labour is now trusted more by voters to reduce taxes, deliver on Brexit and ensure free speech than the Conservatives, a…"
395,rishi sunak,28.0,"Note Rishi Sunak's press tries to make him an interesting person by highlighting his love of Star Wars, but Tories are Sit…"
396,rishi sunak,-53.0,POLL Do you think our human rights are under threat under Rishi Sunak's government?  *poll requested by a follower.  Pleas…
397,rishi sunak,-40.0,"EXC Rishi Sunak saves himself £12,700 by refusing to scrap tax breaks for private schools https//t.co/Q3S9dRZD3j"
398,rishi sunak,-6.0,Suspect Rishi Sunak will peddle line that they don't suspend because doing so identifies MP &amp; that can identify the victi…
399,rishi sunak,0.0,Rishi Sunak took days to reappoint Braverman. He said he will appoint Ministerial Ethics Advisor - that was over 6 weeks ag…
400,rishi sunak,-49.0,Rishi Sunak's Garden Sculpture Worth 1.3 Million GBP Sparks Row Amid UK Financial Crisis https//t.co/VTCTTUqDwZ You'r…
401,rishi sunak,-53.0,POLL Do you think our human rights are under threat under Rishi Sunak's government?  *poll requested by a follower.  Pleas…
402,rishi sunak,40.0,"Tories no longer seen as the party of Brexit, low tax or free speech https//t.co/uWo8TL5xAo"
403,rishi sunak,-6.0,Suspect Rishi Sunak will peddle line that they don't suspend because doing so identifies MP &amp; that can identify the victi…
404,rishi sunak,46.0,. is right - the UK needs a proper vaccine strategy again. It also needs a dedicated Vaccines Minister.  Tonigh…
405,rishi sunak,0.0,It sounds like Rishi Sunak’s dubious loan to his wife won’t be recovered
406,rishi sunak,-49.0,Do you Approve or Disapprove of Rishi Sunak making some protests illegal?  Please retweet for a larger sample s…
407,rishi sunak,-53.0,POLL Do you think our human rights are under threat under Rishi Sunak's government?  *poll requested by a follower.  Pleas…
408,rishi sunak,-73.0,"The Prime Minister says it is ""deeply regrettable that we're seeing strikes across some parts of the public sector"".  Rishi Su…"
409,rishi sunak,8.0,The buck stops with the PM. But despite the promises of integrity Rishi Sunak has no plan to restore standards after year…
410,rishi sunak,81.0,Think Rishi Sunak's integrity looks more and more Boris Johnson like by the day.  What Is He Good For? Abso…
411,rishi sunak,-33.0,Today’s #PMQs was an absolute SHOCKER with Prime Minister Rishi Sunak even repeating debunked Boris Johnson Brexit lie…
412,rishi sunak,0.0,"Britain's new 800-millionaire PM Rishi Sunak boasted of meeting with police chiefs and telling them ""They have my full…"
413,rishi sunak,0.0,Rishi Sunak took days to reappoint Braverman. He said he will appoint Ministerial Ethics Advisor - that was over 6 weeks ag…
414,rishi sunak,0.0,Rishi Sunak took days to reappoint Braverman. He said he will appoint Ministerial Ethics Advisor - that was over 6 weeks ag…
415,rishi sunak,-49.0,Do you Approve or Disapprove of Rishi Sunak making some protests illegal?  Please retweet for a larger sample s…
416,rishi sunak,75.0,"Voters believe Rishi Sunak's party is now mostly interested in serving its own interests, and its donors, rather than t…"
417,rishi sunak,-31.0,Has anyone called on Rishi Sunak to correct the record or does the Ministerial code no longer matter?
418,rishi sunak,-90.0,"After the Conservatives suffered their worst defeat since 1832 in Chester’s by-election, it’s clear Britain is sick of be…"
419,rishi sunak,42.0,The Tories allow over a million migrants to settle in the UK in just one year. Then are surprised when latest poll sho…
420,rishi sunak,-49.0,Do you Approve or Disapprove of Rishi Sunak making some protests illegal?  Please retweet for a larger sample s…
421,rishi sunak,-70.0,In Westminster today lots of chatter about the utter failure of Rishi Sunak as a PM. Some saying no leader elected solely by…
422,rishi sunak,8.0,The buck stops with the PM. But despite the promises of integrity Rishi Sunak has no plan to restore standards after year…
423,rishi sunak,87.0,Huge congratulations to  who will be an excellent MP for City of Chester.  The message to Rishi Sunak’s Conser…
424,rishi sunak,0.0,"Britain's new 800-millionaire PM Rishi Sunak boasted of meeting with police chiefs and telling them ""They have my full…"
425,rishi sunak,-62.0,Absolute thrashing for the Conservatives in the Chester by-election overnight - their worst result there since 1832.  Lab…
426,rishi sunak,0.0,"Britain's new 800-millionaire PM Rishi Sunak boasted of meeting with police chiefs and telling them ""They have my full…"
427,rishi sunak,87.0,Huge congratulations to  who will be an excellent MP for City of Chester.  The message to Rishi Sunak’s Conser…
428,rishi sunak,-6.0,Suspect Rishi Sunak will peddle line that they don't suspend because doing so identifies MP &amp; that can identify the victi…
429,rishi sunak,44.0,"Rishi Sunak, who sends both his daughters to private schools, benefits from a tax break that means parents do not pay V…"
430,rishi sunak,70.0,"Sajid Javid, Rishi Sunak, Sayeeda Warsi and Sadiq Khan among others are the shining stars and role models for British Asians. Best Wishes for the future.  https//t.co/8hOoxLK7Ii"
431,rishi sunak,-33.0,Today’s #PMQs was an absolute SHOCKER with Prime Minister Rishi Sunak even repeating debunked Boris Johnson Brexit lie…
432,rishi sunak,-84.0,The British government appears to have broken its own ministerial code by failing to declare any conflicts of interest…
433,rishi sunak,-71.0,Rishi Sunak backs MPs who reported senior Tory over rape claims –   https//t.co/0dPkdjI9XH
434,rishi sunak,0.0,Rishi Sunak took days to reappoint Braverman. He said he will appoint Ministerial Ethics Advisor - that was over 6 weeks ag…
435,rishi sunak,42.0,Central Bank Digital Currencies are not a conspiracy theory. They are an agenda openly discussed and piloted by many gov…
436,rishi sunak,0.0,Body blow for Rishi Sunak as Labour romps home in Chester by-election https//t.co/twq4oqCHon via
437,rishi sunak,-12.0,Not sure how I missed this the first time around. I just found some old footage of Rishi Sunak voicing support for Hong…
438,rishi sunak,-30.0,"Of course Rishi Sunak has come down on the side of the BLM activist who snared Lady Hussey, and no he hasn't been briefed,…"
439,rishi sunak,-49.0,Do you Approve or Disapprove of Rishi Sunak making some protests illegal?  Please retweet for a larger sample s…
440,rishi sunak,-30.0,"Of course Rishi Sunak has come down on the side of the BLM activist who snared Lady Hussey, and no he hasn't been briefed,…"
441,rishi sunak,-6.0,Suspect Rishi Sunak will peddle line that they don't suspend because doing so identifies MP &amp; that can identify the victi…
442,rishi sunak,44.0,"So Rishi Sunak deems it ‘unreasonable’ for nurses to receive a pay rise, while Winchester College enjoys tax breaks wo…"
443,rishi sunak,70.0,Labour wins City of Chester by-election with increased majority in first electoral test for Rishi Sunak https//t.co/4kMkolS…
444,rishi sunak,0.0,Rishi Sunak took days to reappoint Braverman. He said he will appoint Ministerial Ethics Advisor - that was over 6 weeks ag…
445,rishi sunak,-62.0,Absolute thrashing for the Conservatives in the Chester by-election overnight - their worst result there since 1832.  Lab…
446,rishi sunak,0.0,"Britain's new 800-millionaire PM Rishi Sunak boasted of meeting with police chiefs and telling them ""They have my full…"
447,rishi sunak,-53.0,POLL Do you think our human rights are under threat under Rishi Sunak's government?  *poll requested by a follower.  Pleas…
448,rishi sunak,0.0,". was right to sound the warning.  And as I write here, it's time  restored the post of a dedicated…"
449,rishi sunak,13.0,"🚨The next edition of the Byline Supplement will be going out this afternoon, including exclusive new polling showing what…"
450,rishi sunak,-90.0,"After the Conservatives suffered their worst defeat since 1832 in Chester’s by-election, it’s clear Britain is sick of be…"
451,rishi sunak,0.0,"Britain's new 800-millionaire PM Rishi Sunak boasted of meeting with police chiefs and telling them ""They have my full…"
452,rishi sunak,-40.0,They know they’re done and they’re planning their escapes. After all the damage they’ve done.  Sajid Javid becomes thirtee…
453,rishi sunak,-53.0,POLL Do you think our human rights are under threat under Rishi Sunak's government?  *poll requested by a follower.  Pleas…
454,rishi sunak,44.0,"So Rishi Sunak deems it ‘unreasonable’ for nurses to receive a pay rise, while Winchester College enjoys tax breaks wo…"
455,rishi sunak,0.0,It's just beginning.    https//t.co/NneU3qQn88
456,rishi sunak,-42.0,"🇬🇧 🇮🇱 Rishi Sunak, whose government imposes sanctions on Russia and Iran, proposes legislation to *combat* the impositi…"
457,rishi sunak,8.0,The buck stops with the PM. But despite the promises of integrity Rishi Sunak has no plan to restore standards after year…
458,rishi sunak,75.0,"Voters believe Rishi Sunak's party is now mostly interested in serving its own interests, and its donors, rather than t…"
459,rishi sunak,0.0,"🔴 Sir Keir Starmer has claimed Rishi Sunak and the Tories have ""run out of road"" after Labour cruised to victory in the City…"
460,rishi sunak,-30.0,"Of course Rishi Sunak has come down on the side of the BLM activist who snared Lady Hussey, and no he hasn't been briefed,…"
461,rishi sunak,59.0,"While the budget is on, can I please remind everyone that Rishi Sunak looks like Roland Rat? https//t.co/DR0NGGfKs3"
462,rishi sunak,8.0,The buck stops with the PM. But despite the promises of integrity Rishi Sunak has no plan to restore standards after year…
463,rishi sunak,-62.0,#UK | Sunak was speaking to reporters on Thursday in the wake of a #racism row at #BuckinghamPalace https//t.co/LNsOANbbxt
464,rishi sunak,0.0,Rishi Sunak took days to reappoint Braverman. He said he will appoint Ministerial Ethics Advisor - that was over 6 weeks ag…
465,rishi sunak,-90.0,"After the Conservatives suffered their worst defeat since 1832 in Chester’s by-election, it’s clear Britain is sick of be…"
466,rishi sunak,-42.0,"🇬🇧 🇮🇱 Rishi Sunak, whose government imposes sanctions on Russia and Iran, proposes legislation to *combat* the impositi…"
467,rishi sunak,-46.0,"Awful poll numbers for the Conservative Govt, which has shifted significantly away from the Right under  Hard…"
468,rishi sunak,-40.0,They know they’re done and they’re planning their escapes. After all the damage they’ve done.  Sajid Javid becomes thirtee…
469,rishi sunak,-53.0,POLL Do you think our human rights are under threat under Rishi Sunak's government?  *poll requested by a follower.  Pleas…
470,rishi sunak,75.0,"Voters believe Rishi Sunak's party is now mostly interested in serving its own interests, and its donors, rather than t…"
471,rishi sunak,0.0,"We probably don't need new laws and powers. We probably do need the leadership, will and resources right across the CJS…"
472,rishi sunak,0.0,We all know where they’re headed here Rishi Sunak pledged that police will have whatever powers required to crack down on…
473,rishi sunak,-77.0,Rishi Sunak says he cannot help everyone-really-not even those you cut adrift &amp; caused so much suffering to-like the t…
474,rishi sunak,-53.0,POLL Do you think our human rights are under threat under Rishi Sunak's government?  *poll requested by a follower.  Pleas…
475,rishi sunak,66.0,"Average support for the Reform party is now up to 6% this week, across all pollsters vs 3.8% on eve of Rishi Sunak's appoint…"
476,rishi sunak,-6.0,Suspect Rishi Sunak will peddle line that they don't suspend because doing so identifies MP &amp; that can identify the victi…
477,rishi sunak,-67.0,UK to do a Sri Lanka on illegal protests.  British Prime Minister Rishi Sunak has announced plans to use force against…
478,rishi sunak,0.0,"Britain's new 800-millionaire PM Rishi Sunak boasted of meeting with police chiefs and telling them ""They have my full…"
479,rishi sunak,46.0,Do you need the conservative party to be polling at 10% before you realise Rishi Sunak is not the PM the country wants?!.…
480,rishi sunak,44.0,Friday 2nd December is #ToriesOut148  Boris Johnson is seeking re-election 😂🤡  Dominic Raab demands 1hr gym time every work…
481,rishi sunak,-42.0,"🇬🇧 🇮🇱 Rishi Sunak, whose government imposes sanctions on Russia and Iran, proposes legislation to *combat* the impositi…"
482,rishi sunak,62.0,What possible reason could the Tories have for blocking an amendment to ensure VIP lanes are not used again .. Tories - no…
483,rishi sunak,-48.0,Keir Starmer would make a worse PM than Rishi Sunak.
484,rishi sunak,49.0,🔴 Exclusive Poll Public Sees Conservatives as Self-Servatives  Voters believe Rishi Sunak's party is now mostly intereste…
485,rishi sunak,0.0,Body blow for Rishi Sunak as Labour romps home in Chester by-election - GROWN UPS IN CHARGE https//t.co/jV6iFaoetd
486,rishi sunak,-30.0,Sign the petition to Rishi Sunak to stop abortion up to birth being introduced https//t.co/vKNZ2DoRj4
487,rishi sunak,58.0,"You think it's possible people call Sunak, Sunak instead of Rishi, because of the colour of his skin?  Despite no other PM apart from Boris being referenced consistently by their first name, regardless of their skin colour?  Please explain your reasoning?"
488,rishi sunak,34.0,The Chester by-election was Rishi Sunak’s first electoral test – he lost  Labour candidate  has won the Cheste…
489,rishi sunak,-84.0,The British government appears to have broken its own ministerial code by failing to declare any conflicts of interest…
490,rishi sunak,8.0,The buck stops with the PM. But despite the promises of integrity Rishi Sunak has no plan to restore standards after year…
491,rishi sunak,-6.0,Suspect Rishi Sunak will peddle line that they don't suspend because doing so identifies MP &amp; that can identify the victi…
492,rishi sunak,0.0,"Britain's new 800-millionaire PM Rishi Sunak boasted of meeting with police chiefs and telling them ""They have my full…"
493,rishi sunak,0.0,Rishi Sunak took days to reappoint Braverman. He said he will appoint Ministerial Ethics Advisor - that was over 6 weeks ag…
494,rishi sunak,44.0,"Rishi Sunak, who sends both his daughters to private schools, benefits from a tax break that means parents do not pay V…"
495,rishi sunak,-53.0,POLL Do you think our human rights are under threat under Rishi Sunak's government?  *poll requested by a follower.  Pleas…
496,rishi sunak,21.0,There nothing stopping the blue Torys PM Rishi Sunak calling a GE now against red Tory Keir Starmer expected to lose anyway there daily Tory MP's saying not standing puts pressure on red Tory Keir Starmer to sort strikes &amp; everything out if wins
497,rishi sunak,-46.0,Just remember that Rishi Sunak has more trouble with this than anyone else in the country.  Last years school uniform is not the right length of trouser.
498,rishi sunak,-30.0,"I don't understand the people who respond to these polls. Over 90% worried about Rishi Sunak taking their right, while 65% asking government to take away their rights   https//t.co/ulyduzwE3E"
499,rishi sunak,57.0,10. The time Brexit was a success because Rishi Sunak could cut the 5% VAT on energy bills……two years later and energy…
0,keir starmer,0.0,It's just beginning.    https//t.co/NneU3qQn88
1,keir starmer,-5.0,I want the Tories out more than most but I also don't want this right wing politician running the UK.   The plan is to ret…
2,keir starmer,0.0,Hmmm. You seem quick to ins…
3,keir starmer,40.0,this is what you have allied yourself with with your support of zionist Israel  are you a self proclaimed zionist l…
4,keir starmer,40.0,"New poll shows Reform UK support doubling in a week to 9%, now only 13 points behind the Tories and level with the LibDems…"
5,keir starmer,0.0,'This is political posturing. It's nothing at all to do with raising school standards.'  Consultant and education advocate Tim…
6,keir starmer,74.0,"By the way, it's not an insult, just a plain observation.  You were presented with an alternative view and you continued with your own version of events.  This is why the phone and real life are superior to social media for mindset change"
7,keir starmer,6.0,Why is  quoting the discredited disinformation group HA in Parliament?  Antivaxxers are going…
8,keir starmer,0.0,.'s  and the  appear to be two separate political entities but are in fact two wings o…
9,keir starmer,96.0,"Hi ,  This excellent Bill deserves, but probably won’t get, your enthusiastic support.  Please respect your ow…"
10,keir starmer,-44.0,Instead of looking at share - look at votes. In a by election against the worst Tory go…
11,keir starmer,44.0,Thanks for that. 👍
12,keir starmer,-34.0,Not a good look bub
13,keir starmer,17.0,WE don't like liars either https//t.co/7AFsllL1Sh
14,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
15,keir starmer,59.0,Did NICK BROWN win it?
16,keir starmer,96.0,"Hi ,  This excellent Bill deserves, but probably won’t get, your enthusiastic support.  Please respect your ow…"
17,keir starmer,-44.0,Instead of looking at share - look at votes. In a by election against the worst Tory go…
18,keir starmer,40.0,"Tories no longer seen as the party of Brexit, low tax or free speech https//t.co/PirQlxB9Fc"
19,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
20,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
21,keir starmer,0.0,It's just beginning.    https//t.co/NneU3qQn88
22,keir starmer,27.0,"""This was a very, very good result for the Labour party"" says Sir Keir Starmer - adding ""the govt is worn out, tired, has cras…"
23,keir starmer,-51.0,I see you have literally no clue how polling works so I think your insipid wafflings can be safely ignored.
24,keir starmer,0.0,Keir Starmer is a member of the Trilateral Commission and he &amp; Angela Rayner are both members of the Fabian Society. Bo…
25,keir starmer,67.0,Labour voters probably stayed at home. I would love to know thd number of…
26,keir starmer,59.0,"Here are the numbers, the opposition party would be expected to do well in a bi-elect…"
27,keir starmer,64.0,Would that be the change his party promised and then voted against implementing after 2014 ?
28,keir starmer,40.0,"Tories no longer seen as the party of Brexit, low tax or free speech https//t.co/PirQlxB9Fc"
29,keir starmer,-48.0,Why has Labour MP Nick Brown been suspended  ?  DAY 86.
30,keir starmer,18.0,I like a hard life for a hard Brexit
31,keir starmer,40.0,In 2024 I’ll be voting for the Reform Party and it’s leader Richard Tice.
32,keir starmer,-59.0,"Some of us warned of this if they installed Rishi.. it’s the Conservatives own fault, they do not listen to those on the groun…"
33,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
34,keir starmer,0.0,It's just beginning.    https//t.co/NneU3qQn88
35,keir starmer,49.0,"Why it bears considering that Keir Starmer, on a steep learning curve out of a deep pit, might actually be quite good at hi…"
36,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
37,keir starmer,61.0,What would politics look like if Starmer’s plan was working? Like it does now https//t.co/0V4ImaIhn3
38,keir starmer,-20.0,Over half a million views.   When Audrey White () confronted  👇 https//t.co/HpwYGGOrOl
39,keir starmer,-20.0,how’s the council internal investigation going into the stalled site linked to  that-was announced…
40,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
41,keir starmer,49.0,"Why it bears considering that Keir Starmer, on a steep learning curve out of a deep pit, might actually be quite good at hi…"
42,keir starmer,40.0,"Tories no longer seen as the party of Brexit, low tax or free speech https//t.co/uWo8TL5xAo"
43,keir starmer,0.0,"Keir Starmer says ""You can get a sense of what a Labour future could be by looking to Wales...” https//t.co/yvN3gqxEN3"
44,keir starmer,36.0,"It looks like Labour will be in power after the next GE. Think about it ..Keir Starmer as PM, Rachel Reeves doing the fina…"
45,keir starmer,68.0,This really is a must listen too I hope all in every political  party take not     …
46,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
47,keir starmer,-44.0,"I know the value of a decent education, which is why I believe that to tax education benefits nobody. Starmer's policy is the politics of envy, rooted in ignorance and prejudice."
48,keir starmer,36.0,"It looks like Labour will be in power after the next GE. Think about it ..Keir Starmer as PM, Rachel Reeves doing the fina…"
49,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
50,keir starmer,0.0,Indeed Questions Need to Be asked about the Sign off and of the PFI it's saddled with
51,keir starmer,-58.0,"He    totally ignores that we want back in EU, and ignores democracy that we voted for a ref. He can do one!! Sta…"
52,keir starmer,63.0,"If you vote #Labour, this is what  is determined to deliver. It's what the country doesn't want - or need.  Yes! t…"
53,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
54,keir starmer,0.0,It's just beginning.    https//t.co/NneU3qQn88
55,keir starmer,0.0,You will need to call for a dialogue.  I don't do nuanced conversations in 280 characters.
56,keir starmer,-52.0,"July 2022  ""Sir Keir Starmer vows no freedom of movement""  ""We will not be joining the single market.""  ""We w…"
57,keir starmer,30.0,Keir Starmer didn’t get us into this mess and knows we can’t just nip back in. It’s a promise he can’t make yet so he doesn’t at this stage. His name isn’t Boris Johnson so is not a lying salesman.
58,keir starmer,-40.0,Are you disputing the legitimacy of the data in the graph?
59,keir starmer,0.0,We think before they knock the old royal…
60,keir starmer,-46.0,"Awful poll numbers for the Conservative Govt, which has shifted significantly away from the Right under  Hard…"
61,keir starmer,20.0,"Lula ""I send my solidarity. May Assange be released from his unfair imprisonment""  Gustavo Petro ""I support the worldwide…"
62,keir starmer,34.0,This proves nothing. Absolutely nothing. We don’t know what it was about. Just someone saying “they have sent security out”?
63,keir starmer,40.0,Yes. It's time for a Labour government.
64,keir starmer,50.0,"UK/GBJudging by the pretty low turn out, it would appear that the wise electorate in Chester are not interested in your Labour party!2 Dec#LabourFiles #Labourlosingwomen #FordeReport #HierarchyOfRacism"
65,keir starmer,0.0,You do. Because your logic is obviously false. 20% pro does not mean 80% contra is more than two options were available.
66,keir starmer,46.0,Keir Starmer seems to think he is entitled to power. He appears to be under the impression it will be delivered to him on…
67,keir starmer,36.0,"It looks like Labour will be in power after the next GE. Think about it ..Keir Starmer as PM, Rachel Reeves doing the fina…"
68,keir starmer,0.0,Keir Starmer is a member of the Trilateral Commission and he &amp; Angela Rayner are both members of the Fabian Society. Bo…
69,keir starmer,0.0,"Keir Starmer says ""You can get a sense of what a Labour future could be by looking to Wales...” https//t.co/yvN3gqxEN3"
70,keir starmer,0.0,.'s  and the  appear to be two separate political entities but are in fact two wings o…
71,keir starmer,44.0,Be better with some hybrid or road tyres on those 650b…
72,keir starmer,-87.0,- so this is the kind of regime you support? The killing of an occupied minority people by armed establishment thugs? I’m not anti semitic - I’m anti all racism and anti the ethnic cleansing propagated by the Govt and IDF. https//t.co/ErMfxpI7KD
73,keir starmer,0.0,It's just beginning.    https//t.co/NneU3qQn88
74,keir starmer,10.0,I'm not in the business of providing easy answers to difficult questions.  The books provide much of what is needed from a strategic viewpoint.
75,keir starmer,71.0,Labour won in Chester yesterday but what’s interesting is that polls show that only 30% people back Keir Starmer as th…
76,keir starmer,8.0,If you paid attention over the last 2.5 years MSM won’t report on anything unless it fits the narrative. They don’t want people to know what’s going on because it will cause an uproar
77,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
78,keir starmer,0.0,It's just beginning.    https//t.co/NneU3qQn88
79,keir starmer,96.0,"Hi ,  This excellent Bill deserves, but probably won’t get, your enthusiastic support.  Please respect your ow…"
80,keir starmer,36.0,"It looks like Labour will be in power after the next GE. Think about it ..Keir Starmer as PM, Rachel Reeves doing the fina…"
81,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
82,keir starmer,8.0,People can't be sacked without also getting statutory or contractual notice. UK employment law prevents that.
83,keir starmer,-59.0,"Some of us warned of this if they installed Rishi.. it’s the Conservatives own fault, they do not listen to those on the groun…"
84,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
85,keir starmer,-5.0,I want the Tories out more than most but I also don't want this right wing politician running the UK.   The plan is to ret…
86,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
87,keir starmer,0.0,The chester by-election is over now. Can you lift the nick brown gagging order?   #whereisnickbrown
88,keir starmer,-5.0,I want the Tories out more than most but I also don't want this right wing politician running the UK.   The plan is to ret…
89,keir starmer,0.0,Erm they are not self published.  Check LinkedIn
90,keir starmer,0.0,It's just beginning.    https//t.co/NneU3qQn88
91,keir starmer,-8.0,Bubble dwellers
92,keir starmer,-49.0,"Labour seem to be doing ""well"" for no other reason that these liberal Tories are beyond incompetent."
93,keir starmer,-5.0,"""Finding a young person [...] who is considering lending their vote to the Tories has always been hard, but these days it’s close to mission impossible."" https//t.co/n6YpzZi0FZ"
94,keir starmer,63.0,"If you vote #Labour, this is what  is determined to deliver. It's what the country doesn't want - or need.  Yes! t…"
95,keir starmer,95.0,Come on folks 2 mins to to demand that millionaire developers add swift nesting bricks to new buildings   has done more than her share Please do yours to SAVE OUR SWIFTS        ❤️💚🐦💚❤️🐦 https//t.co/6gIU7v8tIz
96,keir starmer,77.0,Who knows? He could have been done away with. A travesty we know nothing about his disappearance. I know Thomas Cromwell liked to 'remove' people but this is 2022. Surprised  &amp;  not that bothered. Matt Hancock in the jungle better than Nick Brown who knows where? https//t.co/mZlI2bFvk2
97,keir starmer,20.0,"Lula ""I send my solidarity. May Assange be released from his unfair imprisonment""  Gustavo Petro ""I support the worldwide…"
98,keir starmer,0.0,"We need change, correct but Labour are not the answer, not even close"
99,keir starmer,66.0,Hallelujah ! -  this country desperately needs saving from the Tory and Labour parties. https//t.co/tpyIJO2KEM
100,keir starmer,-34.0,"Leave voters are no different from politicians, they need “an out” from Brexit. A means of saving face.    needs to…"
101,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
102,keir starmer,0.0,"Thousands of Hotel workers are being immediately sacked without redundancy, due to the premises suddenly being taken over to h…"
103,keir starmer,20.0,"Lula ""I send my solidarity. May Assange be released from his unfair imprisonment""  Gustavo Petro ""I support the worldwide…"
104,keir starmer,58.0,This is so good. Rafael Behr has this 100%.  https//t.co/iHsGSjEmUs
105,keir starmer,0.0,.'s  and the  appear to be two separate political entities but are in fact two wings o…
106,keir starmer,59.0,"But … it appears people feel he’s lost his edge as the best man to lead the country, as he dropped seven points against Sir Ke…"
107,keir starmer,0.0,Don’t know whether I would equate “state intervention” with being“authoritarian” as Andrew Marr is doing. Or whether I would imply that Sir Keir Starmer is “left”
108,keir starmer,-5.0,I want the Tories out more than most but I also don't want this right wing politician running the UK.   The plan is to ret…
109,keir starmer,0.0,.'s transformation of  has been nothing short of incredible. Britain never needed a Labour governmen…
