,search term,tweet_id,sentiment,tweet
297,rishi sunak,1597645913975320576,-30.0,Rishi Sunak has a new £1.3 million statue for the No 10 garden.  The Indian press had the story 2 days ago. Only ONE U…
298,rishi sunak,1597645907599794177,92.0,Rishi sunak And liz truss had a mandate?😳🤔🤣🤣🤣🤣 https//t.co/pLMF2C6MGE
299,rishi sunak,1597645901644066821,0.0,"🔴 The “golden era” in relations between the UK and China “is over”, Rishi Sunak has declared in his first major policy speec…"
300,rishi sunak,1597645896464097280,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
301,rishi sunak,1597645889635770370,0.0,"NEW - British Prime Minister Rishi Sunak declares the ""golden era"" between the UK and China is over. https//t.co/8tCbWQfdIc"
302,rishi sunak,1597645888171937793,0.0,We will have to start calling him Rishi Sunak-Blair from now on!
303,rishi sunak,1597645843498049538,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
304,rishi sunak,1597645838066802689,0.0,"There is literally nothing here, in language or substance, that wasn’t in the integrated review 18 months ago. UK’s China polic…"
305,rishi sunak,1597645829401378817,-23.0,Rishi Sunak is reported to have said about the Chinese protests that the Chinese leadership should listen to the protesters…
306,rishi sunak,1597645816868790273,-71.0,"With one look at Boris Johnson’s rigged rules followed by a glance around this Cabinet table, no wonder they’ve refused h…"
307,rishi sunak,1597645800968171525,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
308,rishi sunak,1597645800909475840,0.0,There never was a ‘golden era’ between the UK and China.  All it has ever been is the Tories selling out our country — as…
309,rishi sunak,1597645787059859460,0.0,Come on the people of #Chester you can do this!!!! #EnoughlsEnough #chesterbyelection   https//t.co/hMpI0CLepX Chester…
310,rishi sunak,1597645774971887616,59.0,"Over to the general events. Britains support for 🇺🇦 will remain unchanged despite turmoil in recent months. ""We will suppo…"
311,rishi sunak,1597645769322164224,-32.0,JUST IN #BNNChina Reports.  China’s foreign ministry refutes British Prime Minister Rishi Sunak's () accusations a…
312,rishi sunak,1597645741044162562,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
313,rishi sunak,1597645723364900864,-67.0,"⁦⁩ A shocking survey has found Brexit biggest headache 4 British businesses ranking even higher than Russia’s war in Ukraine, Covid or rising energy costs. How much longer can Rishi Sunak &amp; his Chancellor bury their heads in the sand https//t.co/6wsZrN5s9G"
314,rishi sunak,1597645644080254977,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
315,rishi sunak,1597645615458312192,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
316,rishi sunak,1597645608222760960,84.0,"Despite this, it wasn’t Rishi Sunak who suggested major reforms to his country’s naturalisation process this week 🤷  It was German Chancellor Olaf Scholz, praising  immigrants’ vital role in making Germany’s economy strong. 4/"
317,rishi sunak,1597645604351795201,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
318,rishi sunak,1597645580544618496,0.0,"NEW - British Prime Minister Rishi Sunak declares the ""golden era"" between the UK and China is over. https//t.co/8tCbWQfdIc"
319,rishi sunak,1597645572932272129,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
320,rishi sunak,1597645554267279360,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
321,rishi sunak,1597645525028728834,18.0,Tory mayor Andy Street “Seeking better trade terms with the EU is no different to what we are trying to do with countr…
322,rishi sunak,1597645516292378624,-32.0,JUST IN #BNNChina Reports.  China’s foreign ministry refutes British Prime Minister Rishi Sunak's () accusations a…
323,rishi sunak,1597645509992230912,27.0,"Very significant Rishi Sunak declares the ""golden era"" between the UK and China is over.  https//t.co/uGpP856TyW"
324,rishi sunak,1597645498261049345,34.0,Rishi Sunak said that our golden era of trade with China is now over.  In which case why are we still giving China foreign…
325,rishi sunak,1597645484239486976,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
326,rishi sunak,1597645472721555456,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
327,rishi sunak,1597645461003075584,0.0,A Song for Rishi Sunak. https//t.co/z2Sizu1dhX
328,rishi sunak,1597645441285337088,-80.0,"JUST IN #BNNChina Reports.  China’s foreign ministry refutes British Prime Minister Rishi Sunak's () accusations against China, including the alleged assault of BBC journalist, as the “British side ignores the facts, https//t.co/Tg5TPzi2FH"
329,rishi sunak,1597645429042479104,-23.0,Rishi Sunak is reported to have said about the Chinese protests that the Chinese leadership should listen to the protesters…
330,rishi sunak,1597645397748744192,-30.0,NEW Several candidates have turned down role of Rishi Sunak’s ethics adviser after he refused to offer enhanced powers -…
331,rishi sunak,1597645354866200576,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
332,rishi sunak,1597645339393396736,-71.0,"With one look at Boris Johnson’s rigged rules followed by a glance around this Cabinet table, no wonder they’ve refused h…"
333,rishi sunak,1597645338277740547,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
334,rishi sunak,1597645322431262720,0.0,Chopper's Politics Newsletter today Rishi Sunak is a PM in search of a big idea. He needs one fast. Subscribe https…
335,rishi sunak,1597645300642238464,70.0,"British Prime Minister Rishi Sunak declares the ""golden era"" between the UK and China is over.  Brilliant diplomacy by Team Modi. The China dream to own gateway to europe in UK gone with the wind as of now https//t.co/ohFqQTmXOA"
336,rishi sunak,1597645295915249665,0.0,"How much longer can Rishi Sunak &amp; his Chancellor close their eyes, stick their fingers in their ears &amp; go la la la?"
337,rishi sunak,1597645287841222656,81.0,"Rishi Sunak, whose wealth exceeds £700 million, boasted about taking money from “deprived urban areas” to help wealthy towns.…"
338,rishi sunak,1597645258233634816,0.0,"NEW - British Prime Minister Rishi Sunak declares the ""golden era"" between the UK and China is over. https//t.co/8tCbWQfdIc"
339,rishi sunak,1597645236091916288,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
340,rishi sunak,1597645227564863488,44.0,"Funny, I thought that for the UK the ""golden era"" was the opium trade... https//t.co/UK2oCZOtw7"
341,rishi sunak,1597645208833122304,-32.0,"Rishi Sunak - Amid financial crisis, United Kingdom government spends £1.3 million on sculpture for British Prime Minister Ri…"
342,rishi sunak,1597645174657556480,-62.0,"Amid financial crisis, UK govt spends GBP 1.3 million on sculpture for Rishi Sunak's garden https//t.co/2y6K5XMTa0"
343,rishi sunak,1597645166642597889,0.0,"🇬🇧🇨🇳British Prime Minister Rishi Sunak declares the ""golden era"" for relationship between the UK and China is over. http…"
344,rishi sunak,1597645158069448704,-79.0,Rishi Sunak must prove George Osborne wrong - The Telegraph- THE GOVERNMENT can reverse its disastrous Net Zero policies w…
345,rishi sunak,1597645119943213056,-30.0,Rishi Sunak has a new £1.3 million statue for the No 10 garden.  The Indian press had the story 2 days ago. Only ONE U…
346,rishi sunak,1597645094441492482,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
347,rishi sunak,1597645069397667840,-62.0,"Amid financial crisis, UK govt spends GBP 1.3 million on sculpture for Rishi Sunak's garden https//t.co/2y6K5XMTa0"
348,rishi sunak,1597645041677524992,-89.0,SNP MP faces inquiry for exposing how Nadine Dorries avoided punishment for misleading MPs – UK politics live https//t.co/xttZNcjsN9 Ridiculous.  exposed the lies of Nadine Dorries and the fact the Speaker did not act. Worst Speaker in living memory #StitchUp
349,rishi sunak,1597645025995034624,27.0,"Very significant Rishi Sunak declares the ""golden era"" between the UK and China is over.  https//t.co/uGpP856TyW"
350,rishi sunak,1597645002330771456,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
351,rishi sunak,1597644987826851840,-71.0,"With one look at Boris Johnson’s rigged rules followed by a glance around this Cabinet table, no wonder they’ve refused h…"
352,rishi sunak,1597644971963977728,-38.0,Russia and the West are locked in ‘new Battle of the Atlantic’ https//t.co/2oAhFxkN16
353,rishi sunak,1597644969107390465,74.0,"“Turning care homes into financial assets, to be bought and sold by offshore companies, can have a very real impact on vulnerable residents and the workers who care for them,” said Toby Quantrill, operations coordinator at Cictar. https//t.co/VOZ25CCLja"
354,rishi sunak,1597644960253505536,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
355,rishi sunak,1597644932915023872,0.0,"How much longer can Rishi Sunak &amp; his Chancellor close their eyes, stick their fingers in their ears &amp; go la la la?"
356,rishi sunak,1597644930859798528,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
357,rishi sunak,1597644880146489347,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
358,rishi sunak,1597644875486617601,-44.0,Here’s me in 2018 saying ‘Our Future Our Choice’ was an AstroTurf organisation whose aim was to wreck Labour’s polling le…
359,rishi sunak,1597644837733351424,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
360,rishi sunak,1597644835569434625,0.0,Come on the people of #Chester you can do this!!!! #EnoughlsEnough #chesterbyelection   https//t.co/hMpI0CLepX Chester…
361,rishi sunak,1597644784780595200,0.0,Rishi Sunak Golden era of UK-China relations is over https//t.co/u6Qe764cAt
362,rishi sunak,1597644783841071104,-71.0,"With one look at Boris Johnson’s rigged rules followed by a glance around this Cabinet table, no wonder they’ve refused h…"
363,rishi sunak,1597644779927801862,34.0,Rishi Sunak said that our golden era of trade with China is now over.  In which case why are we still giving China foreign…
364,rishi sunak,1597644762211057664,-30.0,Rishi Sunak has a new £1.3 million statue for the No 10 garden.  The Indian press had the story 2 days ago. Only ONE U…
365,rishi sunak,1597644760222957568,-30.0,Rishi Sunak has a new £1.3 million statue for the No 10 garden.  The Indian press had the story 2 days ago. Only ONE U…
366,rishi sunak,1597644731852652545,81.0,"Rishi Sunak, whose wealth exceeds £700 million, boasted about taking money from “deprived urban areas” to help wealthy towns.…"
367,rishi sunak,1597644684746436609,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
368,rishi sunak,1597644630236930049,-30.0,Rishi Sunak has a new £1.3 million statue for the No 10 garden.  The Indian press had the story 2 days ago. Only ONE U…
369,rishi sunak,1597644622146465792,0.0,"UK PM Rishi Sunak lists ""delivering a new FTA with India"" as a key focus during his first major foreign policy speech"
370,rishi sunak,1597644612218126336,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
371,rishi sunak,1597644608522973184,-62.0,"Amid financial crisis, UK govt spends GBP 1.3 million on sculpture for Rishi Sunak's garden https//t.co/2y6K5XMTa0"
372,rishi sunak,1597644559558680577,34.0,Rishi Sunak said that our golden era of trade with China is now over.  In which case why are we still giving China foreign…
373,rishi sunak,1597644544111042561,-27.0,Rishi Sunak signals end of ‘golden era’ of relations between Britain and China.  We have cut ourselves off from many co…
374,rishi sunak,1597644536809152513,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
375,rishi sunak,1597644494438293505,-62.0,"Amid financial crisis, UK govt spends GBP 1.3 million on sculpture for Rishi Sunak's garden https//t.co/2y6K5XMTa0"
376,rishi sunak,1597644494148874240,-79.0,Rishi Sunak must prove George Osborne wrong - The Telegraph- THE GOVERNMENT can reverse its disastrous Net Zero policies w…
377,rishi sunak,1597644482471948288,32.0,"⚡️The so-called ""golden era"" of relations with China has come to an end, the systemic challenge to the interests and val…"
378,rishi sunak,1597644478897999872,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
379,rishi sunak,1597644456895066114,0.0,U.K.'s Rishi Sunak says 'golden era' with China over | CTV News https//t.co/PfF58fHFN0
380,rishi sunak,1597644454948749313,-30.0,Rishi Sunak has a new £1.3 million statue for the No 10 garden.  The Indian press had the story 2 days ago. Only ONE U…
381,rishi sunak,1597644442466680833,0.0,"How are Conservatives going to show China who's boss? Hello, we're a government that can't control its borders, nor our…"
382,rishi sunak,1597644424812834818,-23.0,Rishi Sunak is reported to have said about the Chinese protests that the Chinese leadership should listen to the protesters…
383,rishi sunak,1597644410660847616,-30.0,Rishi Sunak has a new £1.3 million statue for the No 10 garden.  The Indian press had the story 2 days ago. Only ONE U…
384,rishi sunak,1597644407188361216,-62.0,"Amid financial crisis, UK govt spends GBP 1.3 million on sculpture for Rishi Sunak's garden https//t.co/2y6K5XMTa0"
385,rishi sunak,1597644401421193216,0.0,"NEW - British Prime Minister Rishi Sunak declares the ""golden era"" between the UK and China is over. https//t.co/8tCbWQfdIc"
386,rishi sunak,1597644386183311365,46.0,"What will Rishi Sunak as PM mean for Warrington house prices? Rising interest rates, inflation and the cost-of-living c…"
387,rishi sunak,1597644355371937792,67.0,The 🇬🇧UK intends to increase support for Ukraine and provide air defense systems in 2023. British Prime Minister Rishi…
388,rishi sunak,1597644342751301632,-30.0,Rishi Sunak has a new £1.3 million statue for the No 10 garden.  The Indian press had the story 2 days ago. Only ONE U…
389,rishi sunak,1597644339462930432,0.0,"NEW - British Prime Minister Rishi Sunak declares the ""golden era"" between the UK and China is over. https//t.co/8tCbWQfdIc"
390,rishi sunak,1597644338535993344,-35.0,Rishi Sunak vows to stand up to China but he can't stand up to diptheria ridden migrants in rubber dinghies.  Not sure h…
391,rishi sunak,1597644324841598977,23.0,"Odd that Sunak says a £9bn pay rise for nurses is 'unaffordable', yet he gifted his rich banker mates a £7.3bn t…"
392,rishi sunak,1597644323142586369,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
393,rishi sunak,1597644309586903041,23.0,"Odd that Sunak says a £9bn pay rise for nurses is 'unaffordable', yet he gifted his rich banker mates a £7.3bn t…"
394,rishi sunak,1597644280516186112,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
395,rishi sunak,1597644272592834560,42.0,I will not give my vote to the Rishi Sunak regime. Will you? No            No           No 👇            👇            👇
396,rishi sunak,1597644219728146432,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
397,rishi sunak,1597644205459148800,0.0,The  plotted to install Rishi Sunak for 2 years.  Every single one of those involved should stand down at th…
398,rishi sunak,1597644201873010688,0.0,"NEW - British Prime Minister Rishi Sunak declares the ""golden era"" between the UK and China is over. https//t.co/8tCbWQfdIc"
399,rishi sunak,1597644179890634752,-23.0,Rishi Sunak is reported to have said about the Chinese protests that the Chinese leadership should listen to the protesters…
400,rishi sunak,1597644170448936961,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
401,rishi sunak,1597644161771261952,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
402,rishi sunak,1597644115352899584,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
403,rishi sunak,1597644096847622144,-23.0,Rishi Sunak is reported to have said about the Chinese protests that the Chinese leadership should listen to the protesters…
404,rishi sunak,1597644096289800192,42.0,I will not give my vote to the Rishi Sunak regime. Will you? No            No           No 👇            👇            👇
405,rishi sunak,1597644081836199938,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
406,rishi sunak,1597644056904929281,65.0,"The Social Media Choir of the Cult of Starmer is in the studio right now recording, ""Sir Keir's Playing A #Brexit Long Game!""  They hope it will be their Christmas Number One from this year until 2029.  #BBCPM   https//t.co/WhXxeIioGX"
407,rishi sunak,1597644036458033152,-29.0,"What a load of bollocks, most Tories would rather have  back in a blink 🐍Susnake  will never be forgiven.  Ri…"
408,rishi sunak,1597644012671799296,-85.0,EXC Taxpayer cash lost to fraud and error from Rishi Sunak’s Covid schemes could pay the salary of every police officer…
409,rishi sunak,1597643977129590784,67.0,UK plans to increase support for Ukraine and provide air defense systems. Source British Prime Minister Rishi Sunak
410,rishi sunak,1597643952110243840,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
411,rishi sunak,1597643951791476736,-71.0,"With one look at Boris Johnson’s rigged rules followed by a glance around this Cabinet table, no wonder they’ve refused h…"
412,rishi sunak,1597643950059184130,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
413,rishi sunak,1597643915309776897,-75.0,Could This Wave Of Tory Rebellions DESTROY Rishi Sunak?   https//t.co/yBFNGaIw8v via
414,rishi sunak,1597643903024640000,-23.0,Rishi Sunak is reported to have said about the Chinese protests that the Chinese leadership should listen to the protesters…
415,rishi sunak,1597643885479878656,30.0,Lol. 🤦🏼‍♂️   “Climate change will ravage our planet without urgent action.”  ~Rishi Sunak   #COP27 http…
416,rishi sunak,1597643881721782274,0.0,"NEW - British Prime Minister Rishi Sunak declares the ""golden era"" between the UK and China is over. https//t.co/8tCbWQfdIc"
417,rishi sunak,1597643841137700864,-23.0,Rishi Sunak is reported to have said about the Chinese protests that the Chinese leadership should listen to the protesters…
418,rishi sunak,1597643840504360961,34.0,Rishi Sunak said that our golden era of trade with China is now over.  In which case why are we still giving China foreign…
419,rishi sunak,1597643837518008320,-44.0,Here’s me in 2018 saying ‘Our Future Our Choice’ was an AstroTurf organisation whose aim was to wreck Labour’s polling le…
420,rishi sunak,1597643820971458560,42.0,I will not give my vote to the Rishi Sunak regime. Will you? No            No           No 👇            👇            👇
421,rishi sunak,1597643816978513920,67.0,The 🇬🇧UK intends to increase support for Ukraine and provide air defense systems in 2023. British Prime Minister Rishi…
422,rishi sunak,1597643805804867584,40.0,"#UK clearly does not eat it the ""cuento chino"" of the predator #Xi. https//t.co/BBNgqgS589 https//t.co/tFno9R1oAM https//t.co/FvYvqpsjX9 https//t.co/DTPXbyEz7N https//t.co/CCj63DwpDO https//t.co/gwAKCbx7FE https//t.co/BkqirttJS2 https//t.co/I3eNV7RcM3"
423,rishi sunak,1597643797533724673,-85.0,EXC Taxpayer cash lost to fraud and error from Rishi Sunak’s Covid schemes could pay the salary of every police officer…
424,rishi sunak,1597643792886423552,-30.0,NEW Several candidates have turned down role of Rishi Sunak’s ethics adviser after he refused to offer enhanced powers -…
425,rishi sunak,1597643780769087490,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
426,rishi sunak,1597643759323615232,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
427,rishi sunak,1597643744555470848,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
428,rishi sunak,1597643741032251393,27.0,QUESTION What's the first word that comes to your mind when you think about Rishi Sunak?  Please leave your thoughts below…
429,rishi sunak,1597643719691603969,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
430,rishi sunak,1597643682383265792,67.0,The 🇬🇧UK intends to increase support for Ukraine and provide air defense systems in 2023. British Prime Minister Rishi…
431,rishi sunak,1597643657984999425,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
432,rishi sunak,1597643657649135616,-30.0,Rishi Sunak has a new £1.3 million statue for the No 10 garden.  The Indian press had the story 2 days ago. Only ONE U…
433,rishi sunak,1597643647092072448,-62.0,"Amid financial crisis, UK govt spends GBP 1.3 million on sculpture for Rishi Sunak's garden https//t.co/2y6K5XMTa0"
434,rishi sunak,1597643644525154304,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
435,rishi sunak,1597643637248393216,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
436,rishi sunak,1597643636195594240,-79.0,Rishi Sunak must prove George Osborne wrong - The Telegraph- THE GOVERNMENT can reverse its disastrous Net Zero policies w…
437,rishi sunak,1597643614389407744,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
438,rishi sunak,1597643604616482816,0.0,UK removes China from nuclear project as relations sour   👉 The decision comes as Prime Minister Rishi Sunak says the 'golden era' of China-UK co-operation is over. https//t.co/3VCtFXssmj
439,rishi sunak,1597643591463337984,-23.0,Rishi Sunak is reported to have said about the Chinese protests that the Chinese leadership should listen to the protesters…
440,rishi sunak,1597643584551157760,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
441,rishi sunak,1597643566624690176,0.0,It almost feels at the moment that Rishi Sunak was installed to undertake a handover to Keir Starmer at the next election.…
442,rishi sunak,1597643551172534272,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
443,rishi sunak,1597643550707322880,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
444,rishi sunak,1597643529844846594,-32.0,"Rishi Sunak - Amid financial crisis, United Kingdom government spends £1.3 million on sculpture for British Prime Minister Ri…"
445,rishi sunak,1597643522366406656,-34.0,"Protests spread across China, Rishi Sunak faces second rebellion, and UK house prices start to see discoun…"
446,rishi sunak,1597643508424540160,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
447,rishi sunak,1597643484496003074,-30.0,Rishi Sunak has a new £1.3 million statue for the No 10 garden.  The Indian press had the story 2 days ago. Only ONE U…
448,rishi sunak,1597643481132204032,24.0,"Bank of England sells bonds bought during market mayhem, Rishi Sunak says China can't be ignored, and Elon…"
449,rishi sunak,1597643453210710016,0.0,"UK Prime Minister (and WEF shill) Rishi Sunak turns on China.    If Trudeau and Macron do the same thing next, then yo…"
450,rishi sunak,1597643445044006912,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
451,rishi sunak,1597643444482379777,37.0,"There was never a golden era, just a time of looking the other way as it was deemed economically expedient. You can't wag the finger over human rights at China 🇨🇳 , while strengthening trading links. The West created the monster it now fears #XiJinping. https//t.co/K5mkdsRhvf"
452,rishi sunak,1597643435921805312,67.0,UK plans to increase support for Ukraine and provide air defense systems. Source British Prime Minister Rishi Sunak
453,rishi sunak,1597643419622309888,34.0,Rishi Sunak said that our golden era of trade with China is now over.  In which case why are we still giving China foreign…
454,rishi sunak,1597643417701740545,-36.0,You know how bad it really is when  MPs turn off replies to tweets.  Another Rishi Sunak fan!  https//t.co/VswgrIYvVa
455,rishi sunak,1597643417260916736,34.0,Rishi Sunak said that our golden era of trade with China is now over.  In which case why are we still giving China foreign…
456,rishi sunak,1597643391906377729,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
457,rishi sunak,1597643387175587841,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
458,rishi sunak,1597643350353772544,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
459,rishi sunak,1597643348084289536,34.0,Rishi Sunak said that our golden era of trade with China is now over.  In which case why are we still giving China foreign…
460,rishi sunak,1597643344217542656,-67.0,Rishi Sunak says £80 BILLION of revenue from North Sea in Scotland over 5 years will pay for his cost of living crisis a…
461,rishi sunak,1597643340119670784,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
462,rishi sunak,1597643336298688512,-32.0,"Quaint how Sunak warns us of  China’s “creeping authoritarianism”  Care to comment on the… Police, Crime &amp; Sentencing Ac…"
463,rishi sunak,1597643336202211328,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
464,rishi sunak,1597643331625881600,-20.0,"Another tory, and yes, more lies and false figures. What is it with toriez and lies. They're easily found out  h…"
465,rishi sunak,1597643327037661185,-30.0,Rishi Sunak has a new £1.3 million statue for the No 10 garden.  The Indian press had the story 2 days ago. Only ONE U…
466,rishi sunak,1597643322398748672,-86.0,SNP MP faces inquiry for exposing how Nadine Dorries avoided punishment for misleading MPs – UK politics live https//t.co/yWSw2iugc1
467,rishi sunak,1597643307399593984,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
468,rishi sunak,1597643302148657152,-40.0,"A shocking survey has found Brexit is the biggest headache for British businesses, ranking even higher than Russia’s w…"
469,rishi sunak,1597643254954352640,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
470,rishi sunak,1597643247761133568,34.0,Rishi Sunak said that our golden era of trade with China is now over.  In which case why are we still giving China foreign…
471,rishi sunak,1597643236314447872,-38.0,"Waiting for Rishi Sunak to unequivocally condemn immediately, the comments made by Jacob Rees-Mogg. #AbortionRightsAreHumanRights"
472,rishi sunak,1597643227527778305,27.0,QUESTION What's the first word that comes to your mind when you think about Rishi Sunak?  Please leave your thoughts below…
473,rishi sunak,1597643227179401220,-30.0,Rishi Sunak has a new £1.3 million statue for the No 10 garden.  The Indian press had the story 2 days ago. Only ONE U…
474,rishi sunak,1597643224679874560,0.0,"NEW - British Prime Minister Rishi Sunak declares the ""golden era"" between the UK and China is over. https//t.co/8tCbWQfdIc"
475,rishi sunak,1597643204454912000,-18.0,Sunak #JEREMYHUNT  JRM HAS NO MORE SENSE THAN HE WAS BORN WITH FOR BRITAIN'S SAKE KEEP HIM AWAY FROM ANYTHING LEGAL OR TECHNICAL OUR LIVES DEPEND ON THIS. https//t.co/alDEU94mgW
476,rishi sunak,1597643204127752192,46.0,AFP The UK’s Prime Minister Rishi Sunak said yesterday that China poses a systemic Challenge to the UK values and interest…
477,rishi sunak,1597643153401868288,0.0,"We went to Chester to hear people's views ahead of Thursday's by-election, which will be the first since Sunak became PM.  Here's 's write up, feat. chats with local radio team ,  and Robert the centurion(!)   https//t.co/QIUx9Wrnes"
478,rishi sunak,1597643151685976066,-62.0,"Amid financial crisis, UK govt spends GBP 1.3 million on sculpture for Rishi Sunak's garden https//t.co/2y6K5XMTa0"
479,rishi sunak,1597643144803540992,-69.0,"T'was the night before Christmas, and all through the nation, There was misery, poverty and great deprivation, Some st…"
480,rishi sunak,1597643128085032960,36.0,Having Rishi Sunak and Jeremy Hunt in power is like the bland leading the bland.
481,rishi sunak,1597643116105781249,0.0,"🇬🇧🇨🇳British Prime Minister Rishi Sunak declares the ""golden era"" for relationship between the UK and China is over. http…"
482,rishi sunak,1597643079246548992,-71.0,"With one look at Boris Johnson’s rigged rules followed by a glance around this Cabinet table, no wonder they’ve refused h…"
483,rishi sunak,1597643070392057856,0.0,"""Tory chancellors have held the purse strings for 30 of the past 43 years. From Geoffrey Howe through Norman Lamont to…"
484,rishi sunak,1597643042835791873,-23.0,Rishi Sunak is reported to have said about the Chinese protests that the Chinese leadership should listen to the protesters…
485,rishi sunak,1597643034606579712,-67.0,Rishi Sunak says £80 BILLION of revenue from North Sea in Scotland over 5 years will pay for his cost of living crisis a…
486,rishi sunak,1597643028185116672,-30.0,Rishi Sunak has a new £1.3 million statue for the No 10 garden.  The Indian press had the story 2 days ago. Only ONE U…
487,rishi sunak,1597643006760595456,42.0,Central Bank Digital Currencies are not a conspiracy theory. They are an agenda openly discussed and piloted by many gov…
488,rishi sunak,1597642995083329536,-30.0,Rishi Sunak has a new £1.3 million statue for the No 10 garden.  The Indian press had the story 2 days ago. Only ONE U…
